,Gender,Age,Relationship status,Highest Educational Qualification,Field of Education,Years of working experience,Years within current field of employment,Employee code/number,Job type,Job Location,Seniority Level,Salary,avg Hours worked per week,Value of benefits/allowance provided,Performance Rating,Training/upskilling opportunities provided,Unpaid Overtime hours per week,Employee department,Years in current role,Years with current supervisor,Years since last promotion,number of employee in company,last salary adjustment percentage,average Travel on work percentage,Work-Life balance,employer Recognition/award,Job satisfaction,Company satisfaction,Label
401,Female,33,Divorced,Post-graduate,Life Sciences,7,6,1681,Permanent,Remote,Senior,5368,51,10892,4,strongly agree,3,Finance,5,2,1,243,1.09,44,neutral,strongly disagree,agree,strongly agree,0
402,Female,51,Single,Undergraduate,Medical,8,7,1297,Fixed-term,Hybrid,Graduate/intern,2838,37,8494,1,neutral,3,Technical,0,7,7,7467,9.66,42,disagree,strongly agree,neutral,agree,0
403,Male,41,Divorced,Post-graduate,Life Sciences,13,9,227,Permanent,Hybrid,Junior,2451,39,5346,3,neutral,1,Management,8,8,1,3328,1.75,12,neutral,disagree,neutral,strongly agree,0
404,Female,21,Single,Post-graduate,Life Sciences,1,1,1079,Permanent,Remote,Graduate/intern,1416,35,0,3,strongly disagree,13,Operations,0,0,1,4682,6.48,12,disagree,disagree,strongly disagree,disagree,1
405,Female,50,Divorced,5,Life Sciences,19,14,1656,Fixed-term,Hybrid,Senior,13269,44,5411,2,strongly agree,6,Technical,11,11,1,6131,2.45,21,neutral,strongly agree,strongly disagree,strongly agree,0
406,Female,21,Single,School,Technical Degree,3,3,478,Permanent,On-Site,Executive,2174,45,3263,4,neutral,7,Technical,2,2,1,4343,7.18,27,neutral,agree,disagree,strongly disagree,1
407,Female,33,Married,Undergraduate,Medical,10,9,2009,Contract,Remote,Graduate/intern,4878,57,7626,4,disagree,5,HR,7,1,8,9649,7.77,46,neutral,disagree,agree,strongly agree,0
408,Male,38,Single,Doctorate,Life Sciences,19,1,1036,Casual/adhoc,Hybrid,Graduate/intern,6861,46,8158,4,agree,12,Technical,0,0,0,2813,6.73,44,neutral,neutral,agree,agree,0
409,Male,45,Married,Undergraduate,Medical,21,20,372,Casual/adhoc,Remote,Mid,13496,60,5662,2,disagree,5,HR,7,10,4,4285,6.14,21,neutral,neutral,agree,agree,0
410,Male,47,Single,Post-graduate,Medical,25,17,1993,Fixed-term,On-Site,Executive,8633,37,5953,4,agree,3,Operations,14,11,12,9649,8.92,42,neutral,strongly disagree,neutral,strongly agree,0
411,Male,45,Married,Undergraduate,Medical,22,20,264,Permanent,Remote,Junior,16792,37,8503,3,neutral,4,HR,8,8,11,7428,0.79,18,neutral,strongly agree,agree,strongly agree,0
412,Male,40,Married,Doctorate,Life Sciences,8,1,2012,Permanent,Remote,Senior,2406,54,6494,1,strongly disagree,5,Operations,0,0,0,4733,3.31,7,disagree,strongly agree,strongly agree,agree,0
413,Male,41,Single,Undergraduate,Life Sciences,21,2,1678,Casual/adhoc,Remote,Junior,7082,38,7798,3,disagree,7,Finance,0,2,0,3292,2.48,7,neutral,disagree,neutral,strongly agree,0
414,Female,53,Married,Post-graduate,Marketing,30,15,1050,Permanent,Remote,Executive,7525,31,8405,3,disagree,4,Operations,7,12,6,400,9.88,41,neutral,agree,disagree,disagree,0
415,Male,50,Married,Post-graduate,Medical,30,4,815,Casual/adhoc,On-Site,Graduate/intern,17639,44,7055,1,disagree,0,Finance,3,3,0,823,3.89,25,neutral,strongly agree,neutral,strongly agree,0
416,Female,39,Married,Post-graduate,Life Sciences,13,5,909,Contract,Remote,Graduate/intern,5204,47,9810,3,agree,3,Technical,4,4,0,5794,7.33,47,neutral,disagree,strongly agree,strongly agree,0
417,Male,30,Married,School,Life Sciences,10,10,1729,Contract,Remote,Executive,2862,32,7128,2,neutral,5,Operations,0,8,0,3110,6.85,50,disagree,disagree,strongly agree,agree,0
418,Male,28,Married,School,Life Sciences,8,8,1514,Contract,Hybrid,Graduate/intern,6549,46,7068,1,disagree,10,Technical,6,7,1,5655,2.12,25,disagree,strongly agree,disagree,agree,0
419,Female,40,Married,Doctorate,Life Sciences,10,7,483,Contract,Remote,Graduate/intern,2213,33,6236,3,disagree,1,Technical,7,7,1,167,2.39,22,neutral,disagree,neutral,strongly disagree,0
420,Male,30,Single,School,Marketing,4,3,585,Contract,Hybrid,Graduate/intern,2983,59,9579,5,strongly disagree,0,HR,2,2,1,2606,2.81,42,neutral,strongly disagree,disagree,strongly disagree,0
421,Female,35,Divorced,Doctorate,Life Sciences,16,1,771,Permanent,On-Site,Senior,5093,33,6085,3,strongly disagree,5,Technical,0,0,0,1637,4.11,12,strongly agree,strongly disagree,strongly disagree,neutral,0
422,Male,44,Single,Post-graduate,Life Sciences,6,5,1475,Permanent,On-Site,Senior,3420,43,10008,2,neutral,8,Technical,2,3,1,497,2.34,27,disagree,strongly agree,disagree,strongly agree,0
423,Male,35,Married,5,Life Sciences,9,9,74,Permanent,On-Site,Mid,9069,38,7826,4,neutral,3,Management,8,8,1,5780,0.2,8,disagree,agree,strongly disagree,strongly agree,0
424,Male,25,Married,School,Other,5,5,879,Casual/adhoc,On-Site,Junior,4194,38,12864,3,strongly agree,14,Operations,3,3,0,9455,8.79,19,neutral,strongly disagree,strongly disagree,agree,0
425,Female,37,Married,Post-graduate,Life Sciences,14,14,1196,Fixed-term,Hybrid,Executive,6474,54,6179,4,strongly disagree,13,Technical,8,11,3,4925,9.66,18,disagree,strongly disagree,agree,agree,0
426,Male,52,Married,Undergraduate,Life Sciences,26,9,976,Fixed-term,Remote,Executive,17099,55,10050,5,strongly agree,4,Technical,8,8,7,8847,3.42,47,disagree,strongly agree,strongly agree,agree,0
427,Female,34,Married,Post-graduate,Technical Degree,2,1,1265,Casual/adhoc,On-Site,Executive,2585,52,8520,3,agree,5,Finance,0,0,0,6148,3.39,38,disagree,neutral,neutral,neutral,0
428,Female,38,Single,Post-graduate,Life Sciences,10,1,743,Fixed-term,Remote,Mid,7861,59,6472,1,strongly agree,10,HR,0,0,0,3761,0.07,50,strongly agree,disagree,neutral,neutral,0
429,Male,22,Married,School,Life Sciences,4,4,1019,Contract,Hybrid,Senior,2451,60,8547,4,disagree,4,HR,3,1,1,3041,6.8,11,disagree,strongly disagree,strongly disagree,strongly agree,0
430,Male,40,Single,Post-graduate,Medical,21,20,1128,Casual/adhoc,Hybrid,Mid,19626,47,8449,5,strongly agree,1,Management,7,9,4,7167,8.25,14,strongly agree,neutral,neutral,strongly agree,0
431,Male,36,Single,Doctorate,Medical,10,10,592,Permanent,Hybrid,Executive,9980,39,6836,1,neutral,8,Technical,3,7,9,5191,1.47,30,disagree,agree,strongly agree,agree,0
432,Female,39,Divorced,Doctorate,Medical,21,19,1307,Contract,On-Site,Junior,17123,50,8356,1,agree,6,Technical,9,2,15,1701,1.6,13,neutral,neutral,disagree,strongly agree,0
433,Female,26,Divorced,School,Medical,5,5,1068,Casual/adhoc,Remote,Graduate/intern,2007,33,9826,1,disagree,1,Technical,3,3,1,1580,7.9,10,neutral,strongly agree,neutral,strongly agree,0
434,Female,25,Divorced,Undergraduate,Other,6,5,2018,Casual/adhoc,Remote,Senior,4907,41,8522,1,strongly agree,6,Technical,3,4,0,6330,6.16,25,disagree,agree,neutral,disagree,0
435,Male,36,Divorced,Doctorate,Technical Degree,12,7,990,Contract,Remote,Senior,5079,56,6661,3,agree,4,Management,7,7,0,9394,0.45,41,neutral,agree,agree,strongly agree,0
436,Female,38,Single,Doctorate,Marketing,8,7,709,Permanent,Hybrid,Mid,4028,37,6548,3,agree,3,Technical,7,5,0,3376,6.23,26,neutral,neutral,strongly agree,strongly agree,0
437,Female,44,Married,5,Marketing,11,1,1481,Permanent,On-Site,Senior,4768,31,7325,3,disagree,1,Operations,0,0,0,6547,3.09,10,disagree,strongly agree,neutral,agree,0
438,Female,31,Married,School,Life Sciences,4,4,1011,Casual/adhoc,Hybrid,Executive,4148,51,9724,5,strongly agree,5,Operations,3,3,0,5599,3.69,37,neutral,strongly disagree,strongly disagree,neutral,0
439,Male,31,Divorced,Doctorate,Medical,9,3,650,Contract,Hybrid,Executive,4233,42,0,5,agree,11,Management,1,2,1,6373,7.7,33,strongly disagree,neutral,strongly disagree,strongly disagree,1
440,Female,27,Divorced,School,Medical,6,6,714,Fixed-term,Remote,Mid,4647,50,8284,5,agree,6,Operations,5,4,0,1399,8.11,42,neutral,strongly disagree,strongly agree,strongly agree,0
441,Male,56,Single,Post-graduate,Life Sciences,37,6,112,Fixed-term,Hybrid,Executive,7260,60,4375,2,strongly disagree,8,Management,4,2,0,5918,4.0,18,disagree,neutral,strongly agree,neutral,0
442,Male,55,Married,Doctorate,Medical,17,8,1034,Permanent,Remote,Junior,6385,45,8689,5,agree,5,Finance,7,7,6,6801,9.47,5,neutral,strongly disagree,disagree,agree,0
443,Male,39,Married,Undergraduate,Life Sciences,13,6,1397,Casual/adhoc,On-Site,Mid,10920,57,9003,3,strongly disagree,5,HR,4,5,0,5094,4.06,45,neutral,neutral,neutral,neutral,0
444,Male,37,Married,School,Life Sciences,8,6,1394,Fixed-term,Remote,Junior,2996,31,11555,3,strongly agree,2,Finance,4,3,1,7589,7.72,37,neutral,agree,neutral,strongly agree,0
445,Male,36,Divorced,Undergraduate,Medical,13,3,699,Contract,On-Site,Graduate/intern,8847,40,9350,2,strongly agree,9,Operations,2,2,0,9827,4.84,48,neutral,disagree,disagree,agree,0
446,Female,37,Single,Post-graduate,Medical,8,3,1411,Fixed-term,Remote,Junior,3629,39,6697,2,strongly agree,1,HR,2,2,0,8369,8.98,41,neutral,agree,neutral,strongly agree,0
447,Male,34,Married,Post-graduate,Technical Degree,10,10,1535,Contract,Hybrid,Graduate/intern,7083,44,4430,5,neutral,0,Finance,9,6,8,2931,9.08,27,neutral,strongly disagree,neutral,agree,0
448,Female,40,Single,Post-graduate,Life Sciences,22,20,601,Fixed-term,Hybrid,Graduate/intern,13237,46,8528,4,strongly agree,0,Technical,6,13,5,2821,0.87,0,neutral,strongly agree,neutral,neutral,0
449,Male,38,Married,Doctorate,Human Resources,10,6,1563,Fixed-term,On-Site,Junior,6077,37,6845,2,agree,9,HR,3,2,1,1632,9.36,34,neutral,agree,neutral,strongly disagree,0
450,Female,34,Divorced,Post-graduate,Life Sciences,11,11,1658,Fixed-term,On-Site,Mid,5433,47,8168,1,disagree,6,Management,8,9,7,8529,8.26,39,neutral,disagree,disagree,neutral,0
451,Female,59,Single,School,Life Sciences,20,4,91,Casual/adhoc,On-Site,Executive,5473,52,6059,3,strongly disagree,10,Operations,3,3,1,5353,7.91,7,disagree,strongly disagree,neutral,neutral,0
452,Male,35,Married,Doctorate,Other,2,2,1185,Contract,Remote,Executive,2376,38,7153,1,neutral,0,HR,2,2,2,2096,2.01,46,agree,agree,agree,agree,0
453,Female,39,Married,Undergraduate,Medical,12,1,445,Fixed-term,Remote,Graduate/intern,5238,54,1131,3,strongly agree,7,Operations,0,0,0,5411,8.05,6,disagree,neutral,neutral,strongly disagree,1
454,Male,28,Single,Undergraduate,Medical,9,8,412,Permanent,On-Site,Graduate/intern,5661,37,5407,3,strongly agree,3,Management,3,7,0,377,8.5,10,neutral,strongly agree,strongly disagree,agree,0
455,Male,25,Married,School,Medical,7,7,645,Casual/adhoc,Hybrid,Mid,2096,56,5125,2,disagree,0,Management,4,6,0,3189,2.89,38,neutral,strongly disagree,neutral,agree,0
456,Female,29,Married,Doctorate,Medical,9,5,1709,Casual/adhoc,Remote,Senior,2974,43,9245,2,disagree,13,HR,3,2,1,623,9.52,3,neutral,agree,neutral,agree,0
457,Male,45,Married,Undergraduate,Life Sciences,9,9,1002,Contract,Remote,Junior,3633,57,5845,1,neutral,0,Finance,8,8,0,4375,0.5,24,neutral,strongly disagree,strongly disagree,strongly agree,0
458,Male,37,Single,Undergraduate,Life Sciences,4,1,715,Contract,Remote,Graduate/intern,4680,55,10255,3,strongly disagree,3,Operations,0,0,0,5465,1.5,11,neutral,neutral,agree,strongly agree,0
459,Male,45,Married,Post-graduate,Technical Degree,8,5,1546,Fixed-term,On-Site,Executive,2132,54,5865,1,strongly agree,4,Technical,4,3,0,3222,5.38,25,neutral,disagree,strongly agree,strongly agree,0
460,Female,33,Single,Post-graduate,Marketing,13,11,1756,Contract,On-Site,Mid,5147,47,11691,4,neutral,6,HR,7,7,1,8267,5.76,37,disagree,agree,disagree,neutral,0
461,Male,34,Married,5,Life Sciences,10,10,683,Fixed-term,On-Site,Junior,2691,51,3602,1,agree,1,Finance,9,8,8,5290,6.45,45,disagree,strongly disagree,strongly agree,agree,0
462,Female,56,Married,Post-graduate,Medical,18,5,1071,Fixed-term,On-Site,Mid,2942,49,8348,5,agree,9,Technical,4,3,0,4675,0.17,11,neutral,strongly disagree,neutral,agree,0
463,Female,30,Single,Post-graduate,Medical,4,3,1017,Contract,On-Site,Junior,2422,59,0,1,neutral,17,Operations,2,2,1,7827,9.6,42,neutral,strongly disagree,disagree,strongly disagree,1
464,Female,41,Single,Undergraduate,Medical,8,2,1025,Casual/adhoc,Hybrid,Junior,5003,49,5077,5,strongly agree,5,Operations,2,1,2,1897,0.45,50,neutral,disagree,neutral,strongly agree,0
465,Female,49,Married,School,Life Sciences,30,15,1661,Fixed-term,Hybrid,Graduate/intern,13966,50,6398,5,neutral,10,HR,11,12,2,2231,1.43,36,neutral,strongly disagree,neutral,agree,0
466,Female,19,Single,School,Medical,1,1,201,Permanent,On-Site,Mid,1483,41,6977,5,strongly agree,4,Management,0,0,0,7422,0.14,45,neutral,strongly agree,disagree,agree,0
467,Female,45,Married,Undergraduate,Life Sciences,26,9,1045,Contract,Remote,Mid,17650,48,7999,4,disagree,3,Technical,3,1,1,6600,5.67,23,strongly agree,strongly agree,strongly agree,agree,0
468,Male,44,Single,Post-graduate,Life Sciences,6,0,1206,Contract,On-Site,Executive,2290,43,5627,1,neutral,12,Finance,0,0,0,915,9.32,15,neutral,strongly disagree,neutral,strongly agree,0
469,Male,29,Divorced,Post-graduate,Marketing,2,2,766,Permanent,Hybrid,Executive,2297,46,8350,1,strongly agree,6,Finance,2,2,2,8734,6.66,12,neutral,strongly agree,disagree,strongly agree,0
470,Male,35,Divorced,Undergraduate,Marketing,5,5,1137,Permanent,Hybrid,Graduate/intern,4968,53,7739,4,neutral,1,Management,2,2,0,6766,8.23,24,neutral,agree,agree,agree,0
471,Male,53,Single,Post-graduate,Life Sciences,19,2,769,Fixed-term,Remote,Graduate/intern,2450,50,9058,3,neutral,1,Operations,2,2,2,242,0.13,3,neutral,strongly agree,strongly agree,neutral,0
472,Female,21,Single,Undergraduate,Life Sciences,2,2,1279,Casual/adhoc,Hybrid,Senior,2625,32,1877,2,strongly agree,20,HR,2,2,2,1510,5.42,10,strongly disagree,strongly disagree,neutral,disagree,1
473,Male,26,Married,Post-graduate,Other,8,7,1918,Fixed-term,On-Site,Executive,2544,55,6681,1,strongly agree,0,Operations,7,7,7,634,4.6,31,neutral,neutral,agree,strongly agree,0
474,Female,46,Married,Doctorate,Medical,7,1,487,Permanent,Remote,Junior,5258,59,10384,2,strongly disagree,2,Technical,0,0,0,3464,4.99,48,agree,agree,neutral,neutral,0
475,Female,47,Married,Undergraduate,Other,26,26,820,Permanent,On-Site,Mid,16752,52,5687,4,neutral,4,HR,14,0,3,1132,0.72,6,disagree,disagree,agree,agree,0
476,Female,45,Single,Post-graduate,Medical,23,19,302,Fixed-term,On-Site,Graduate/intern,8865,36,4715,3,agree,4,Operations,7,8,12,3442,6.84,45,neutral,strongly disagree,strongly agree,strongly agree,0
477,Male,42,Married,Post-graduate,Life Sciences,24,22,2031,Fixed-term,Remote,Mid,18880,46,6238,3,neutral,0,Finance,6,14,4,9702,5.03,10,disagree,disagree,neutral,strongly agree,0
478,Male,24,Single,Post-graduate,Medical,6,4,1173,Permanent,On-Site,Mid,3597,41,3948,3,neutral,3,HR,3,2,1,6185,7.65,27,neutral,neutral,disagree,neutral,0
479,Male,51,Divorced,Post-graduate,Medical,13,4,408,Casual/adhoc,Hybrid,Senior,5482,38,10845,4,strongly agree,9,Technical,1,2,1,4600,4.85,40,neutral,disagree,disagree,agree,0
480,Male,40,Married,Doctorate,Medical,5,0,1212,Contract,On-Site,Executive,4327,44,6934,5,neutral,8,Technical,0,0,0,1272,1.49,22,neutral,strongly disagree,disagree,strongly agree,0
481,Female,39,Married,Doctorate,Life Sciences,10,3,1929,Fixed-term,Remote,Graduate/intern,5736,47,6953,5,neutral,5,HR,2,2,1,9180,6.48,44,neutral,strongly disagree,neutral,strongly agree,0
482,Female,35,Single,School,Medical,6,6,856,Casual/adhoc,Remote,Mid,2559,50,8985,2,agree,4,Management,5,1,1,4617,1.72,22,disagree,neutral,strongly disagree,strongly agree,0
483,Male,45,Divorced,Post-graduate,Life Sciences,20,17,206,Casual/adhoc,Remote,Graduate/intern,2348,42,6048,5,strongly agree,4,Finance,9,15,0,8107,8.72,49,strongly disagree,strongly disagree,disagree,strongly agree,0
484,Female,36,Married,Post-graduate,Marketing,17,15,1362,Casual/adhoc,On-Site,Junior,4639,59,7068,5,neutral,5,Finance,7,13,6,1741,6.13,27,disagree,neutral,strongly disagree,neutral,0
485,Male,27,Married,School,Marketing,6,5,449,Contract,Remote,Senior,6349,50,5996,3,disagree,5,Finance,4,4,1,571,1.57,42,neutral,neutral,disagree,strongly agree,0
486,Male,30,Married,Doctorate,Life Sciences,1,1,648,Contract,Remote,Junior,2033,59,1383,3,strongly disagree,13,HR,0,0,0,3040,9.62,46,agree,strongly disagree,strongly disagree,disagree,1
487,Female,33,Married,Post-graduate,Life Sciences,4,3,1114,Contract,On-Site,Graduate/intern,4302,37,7601,2,agree,7,Operations,2,2,0,8838,5.18,25,neutral,strongly agree,disagree,strongly agree,0
488,Female,39,Single,Doctorate,Technical Degree,20,20,721,Fixed-term,Hybrid,Graduate/intern,4553,43,9551,1,neutral,0,Technical,7,10,11,4826,0.73,24,neutral,neutral,neutral,agree,0
489,Female,30,Married,Undergraduate,Life Sciences,9,8,1015,Casual/adhoc,On-Site,Executive,11416,37,7658,2,disagree,3,Technical,7,7,1,7770,6.27,28,disagree,strongly disagree,strongly disagree,strongly agree,0
490,Female,44,Married,Post-graduate,Life Sciences,9,8,1703,Fixed-term,Remote,Mid,7879,43,9339,2,neutral,5,Technical,7,7,6,3823,2.53,18,neutral,strongly agree,agree,neutral,0
491,Male,27,Single,Post-graduate,Life Sciences,9,9,56,Permanent,Remote,Mid,8726,36,5308,4,neutral,1,HR,8,7,1,463,8.04,32,neutral,neutral,neutral,agree,0
492,Male,35,Divorced,Post-graduate,Other,3,3,1028,Permanent,On-Site,Junior,3917,52,5991,4,strongly agree,2,Finance,2,2,1,3409,8.18,35,disagree,strongly agree,agree,neutral,0
493,Male,26,Divorced,Doctorate,Medical,5,3,394,Contract,Hybrid,Senior,2373,41,2773,2,strongly agree,17,Technical,2,2,0,645,9.79,13,neutral,agree,disagree,strongly disagree,1
494,Female,52,Married,School,Marketing,33,32,1038,Fixed-term,Remote,Mid,19845,40,4497,2,strongly agree,10,Management,14,9,6,3340,5.02,13,neutral,agree,agree,agree,1
495,Female,33,Married,Doctorate,Medical,8,5,1502,Permanent,Remote,Executive,3838,51,6864,2,disagree,5,HR,4,2,0,6765,4.55,34,neutral,strongly agree,disagree,strongly agree,0
496,Female,43,Single,Post-graduate,Marketing,7,4,1188,Permanent,Remote,Junior,5346,51,1502,5,neutral,18,HR,3,3,1,2036,7.53,29,disagree,neutral,neutral,disagree,1
497,Male,48,Married,5,Medical,23,2,1644,Casual/adhoc,On-Site,Junior,15202,40,8837,4,strongly disagree,8,Management,2,2,2,9254,1.32,27,neutral,strongly disagree,strongly agree,strongly disagree,0
498,Male,44,Married,Post-graduate,Marketing,26,22,1267,Contract,Remote,Executive,18213,54,6554,2,agree,4,HR,9,10,3,982,5.47,16,neutral,disagree,disagree,strongly agree,0
499,Male,42,Married,Doctorate,Technical Degree,10,6,1854,Casual/adhoc,Hybrid,Senior,2936,51,9659,3,strongly agree,5,Technical,3,3,3,3940,5.46,2,disagree,strongly disagree,neutral,strongly agree,0
500,Female,34,Married,Doctorate,Marketing,6,3,523,Permanent,Remote,Executive,6538,57,7971,3,strongly agree,3,Technical,2,2,1,7023,0.89,15,neutral,disagree,neutral,strongly agree,0
501,Female,31,Single,Post-graduate,Life Sciences,3,3,1331,Casual/adhoc,Remote,Senior,2302,58,2083,5,neutral,14,Operations,2,2,2,9162,4.18,45,agree,disagree,disagree,neutral,1
502,Male,44,Married,Doctorate,Life Sciences,10,3,874,Permanent,Hybrid,Executive,2818,42,4396,5,neutral,11,HR,2,2,0,4711,8.53,29,disagree,neutral,agree,strongly agree,0
503,Male,33,Single,Post-graduate,Life Sciences,10,10,992,Casual/adhoc,Remote,Executive,17444,47,8826,1,disagree,3,Management,8,0,6,9157,8.56,28,neutral,strongly agree,neutral,agree,0
504,Female,27,Single,Doctorate,Life Sciences,8,8,1405,Contract,On-Site,Graduate/intern,2394,31,2760,1,disagree,17,Finance,2,7,7,5304,0.99,44,neutral,strongly disagree,neutral,disagree,1
505,Male,34,Divorced,Post-graduate,Life Sciences,10,9,1344,Fixed-term,On-Site,Junior,8500,58,8162,1,strongly agree,1,Technical,7,6,1,7388,0.91,14,disagree,strongly agree,agree,strongly agree,0
506,Female,29,Married,School,Life Sciences,4,3,1513,Contract,On-Site,Executive,3180,50,8225,5,neutral,4,Operations,2,2,0,3303,2.63,45,neutral,agree,disagree,strongly agree,0
507,Female,40,Single,Post-graduate,Life Sciences,22,1,986,Contract,Hybrid,Executive,13194,44,3122,5,strongly disagree,10,Technical,0,0,0,2344,8.75,24,disagree,neutral,disagree,strongly disagree,1
508,Female,36,Married,Doctorate,Life Sciences,9,3,1651,Permanent,Remote,Mid,8008,49,7197,5,agree,5,Finance,2,2,0,118,1.29,50,neutral,neutral,strongly disagree,strongly disagree,0
509,Female,35,Married,Post-graduate,Marketing,2,2,49,Permanent,On-Site,Junior,2014,56,6582,3,neutral,6,Finance,2,2,2,741,7.2,37,neutral,agree,agree,agree,0
510,Male,25,Married,School,Technical Degree,7,7,1106,Permanent,Hybrid,Mid,3691,47,2,5,neutral,11,Technical,7,6,5,3183,1.01,41,agree,strongly disagree,agree,disagree,1
511,Female,21,Single,School,Other,1,1,923,Casual/adhoc,Remote,Junior,2693,60,1135,3,disagree,15,Technical,0,0,0,5300,6.23,46,disagree,agree,agree,agree,1
512,Male,29,Single,Post-graduate,Technical Degree,1,1,1928,Casual/adhoc,Hybrid,Mid,1091,44,3761,1,agree,13,Technical,0,0,0,8621,3.56,37,neutral,strongly disagree,strongly disagree,disagree,1
513,Female,38,Married,Post-graduate,Technical Degree,15,15,950,Fixed-term,On-Site,Executive,13582,48,10137,1,strongly agree,7,Operations,12,11,5,965,7.89,22,neutral,disagree,strongly disagree,strongly agree,0
514,Female,39,Single,Doctorate,Technical Degree,20,19,343,Fixed-term,On-Site,Executive,10938,52,9919,1,neutral,0,Technical,6,8,11,873,2.34,24,neutral,neutral,neutral,neutral,0
